timestamp_saved,timestamp,type,region_name,totalClients,totalClientsWithoutService,totalClientsWithService,percentageClientsWithoutService,percentageClientsWithService
07/22/2023 09:33 PM,07/22/2023 05:30 PM,totals,,1468223,417,1467806,0.03,99.97
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Bayamon,216496,90,216406,0.04,99.96
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:33 PM,07/22/2023 05:30 PM,region,San Juan,253068,2,253066,0.0,100.0
07/22/2023 09:35 PM,07/22/2023 05:35 PM,totals,,1468223,508,1467715,0.03,99.97
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:35 PM,07/22/2023 05:35 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:39 PM,07/22/2023 05:35 PM,totals,,1468223,508,1467715,0.03,99.97
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:39 PM,07/22/2023 05:35 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:40 PM,07/22/2023 05:40 PM,totals,,1468223,510,1467713,0.03,99.97
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Bayamon,216496,181,216315,0.08,99.92
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Caguas,250514,198,250316,0.08,99.92
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,Ponce,212508,21,212487,0.01,99.99
07/22/2023 09:40 PM,07/22/2023 05:40 PM,region,San Juan,253068,2,253066,0.0,100.0
07/22/2023 09:45 PM,07/22/2023 05:45 PM,totals,,1468223,512,1467711,0.03,99.97
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Caguas,250514,201,250313,0.08,99.92
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Ponce,212508,21,212487,0.01,99.99
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,San Juan,253068,2,253066,0.0,100.0
07/22/2023 09:45 PM,07/22/2023 05:45 PM,totals,,1468223,512,1467711,0.03,99.97
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Caguas,250514,201,250313,0.08,99.92
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,Ponce,212508,21,212487,0.01,99.99
07/22/2023 09:45 PM,07/22/2023 05:45 PM,region,San Juan,253068,2,253066,0.0,100.0
07/22/2023 09:50 PM,07/22/2023 05:50 PM,totals,,1468223,520,1467703,0.04,99.96
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Arecibo,177369,5,177364,0.0,100.0
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Bayamon,216496,178,216318,0.08,99.92
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Caguas,250514,202,250312,0.08,99.92
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:50 PM,07/22/2023 05:50 PM,totals,,1468223,520,1467703,0.04,99.96
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Arecibo,177369,5,177364,0.0,100.0
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Bayamon,216496,178,216318,0.08,99.92
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Caguas,250514,202,250312,0.08,99.92
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Mayaguez,216605,82,216523,0.04,99.96
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 09:50 PM,07/22/2023 05:50 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:55 PM,07/22/2023 05:55 PM,totals,,1468223,476,1467747,0.03,99.97
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Arecibo,177369,8,177361,0.0,100.0
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Carolina,141663,0,141663,0.0,100.0
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Caguas,250514,205,250309,0.08,99.92
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 09:55 PM,07/22/2023 05:55 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:56 PM,07/22/2023 05:55 PM,totals,,1468223,476,1467747,0.03,99.97
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Arecibo,177369,8,177361,0.0,100.0
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Carolina,141663,0,141663,0.0,100.0
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Caguas,250514,205,250309,0.08,99.92
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 09:56 PM,07/22/2023 05:55 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:00 PM,07/22/2023 06:00 PM,totals,,1468223,478,1467745,0.03,99.97
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Arecibo,177369,9,177360,0.01,99.99
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Caguas,250514,205,250309,0.08,99.92
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:00 PM,07/22/2023 06:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:03 PM,07/22/2023 06:00 PM,totals,,1468223,478,1467745,0.03,99.97
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Arecibo,177369,9,177360,0.01,99.99
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Caguas,250514,205,250309,0.08,99.92
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:03 PM,07/22/2023 06:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:05 PM,07/22/2023 06:05 PM,totals,,1468223,480,1467743,0.03,99.97
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Arecibo,177369,10,177359,0.01,99.99
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Bayamon,216496,179,216317,0.08,99.92
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Caguas,250514,207,250307,0.08,99.92
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:05 PM,07/22/2023 06:05 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:10 PM,07/22/2023 06:10 PM,totals,,1468223,493,1467730,0.03,99.97
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Arecibo,177369,22,177347,0.01,99.99
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Bayamon,216496,179,216317,0.08,99.92
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Caguas,250514,208,250306,0.08,99.92
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:10 PM,07/22/2023 06:10 PM,totals,,1468223,493,1467730,0.03,99.97
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Arecibo,177369,22,177347,0.01,99.99
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Bayamon,216496,179,216317,0.08,99.92
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Caguas,250514,208,250306,0.08,99.92
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:10 PM,07/22/2023 06:10 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:15 PM,07/22/2023 06:15 PM,totals,,1468223,495,1467728,0.03,99.97
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Arecibo,177369,22,177347,0.01,99.99
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Caguas,250514,209,250305,0.08,99.92
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:15 PM,07/22/2023 06:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:19 PM,07/22/2023 06:15 PM,totals,,1468223,495,1467728,0.03,99.97
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Arecibo,177369,22,177347,0.01,99.99
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Caguas,250514,209,250305,0.08,99.92
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Mayaguez,216605,52,216553,0.02,99.98
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:19 PM,07/22/2023 06:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:20 PM,07/22/2023 06:20 PM,totals,,1468223,482,1467741,0.03,99.97
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Arecibo,177369,22,177347,0.01,99.99
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Bayamon,216496,180,216316,0.08,99.92
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Caguas,250514,210,250304,0.08,99.92
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Mayaguez,216605,38,216567,0.02,99.98
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:20 PM,07/22/2023 06:20 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:25 PM,07/22/2023 06:25 PM,totals,,1468223,476,1467747,0.03,99.97
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Bayamon,216496,182,216314,0.08,99.92
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Caguas,250514,211,250303,0.08,99.92
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Mayaguez,216605,38,216567,0.02,99.98
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:25 PM,07/22/2023 06:25 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:26 PM,07/22/2023 06:25 PM,totals,,1468223,476,1467747,0.03,99.97
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Bayamon,216496,182,216314,0.08,99.92
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Caguas,250514,211,250303,0.08,99.92
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Mayaguez,216605,38,216567,0.02,99.98
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:26 PM,07/22/2023 06:25 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:30 PM,07/22/2023 06:30 PM,totals,,1468223,477,1467746,0.03,99.97
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Bayamon,216496,183,216313,0.08,99.92
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Caguas,250514,211,250303,0.08,99.92
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Mayaguez,216605,38,216567,0.02,99.98
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:30 PM,07/22/2023 06:30 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:32 PM,07/22/2023 06:30 PM,totals,,1468223,477,1467746,0.03,99.97
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Bayamon,216496,183,216313,0.08,99.92
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Caguas,250514,211,250303,0.08,99.92
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Mayaguez,216605,38,216567,0.02,99.98
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:32 PM,07/22/2023 06:30 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:35 PM,07/22/2023 06:35 PM,totals,,1468223,337,1467886,0.02,99.98
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Bayamon,216496,99,216397,0.05,99.95
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Caguas,250514,194,250320,0.08,99.92
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:35 PM,07/22/2023 06:35 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:37 PM,07/22/2023 06:35 PM,totals,,1468223,337,1467886,0.02,99.98
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Bayamon,216496,99,216397,0.05,99.95
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Caguas,250514,194,250320,0.08,99.92
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:37 PM,07/22/2023 06:35 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:40 PM,07/22/2023 06:40 PM,totals,,1468223,316,1467907,0.02,99.98
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Bayamon,216496,99,216397,0.05,99.95
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Caguas,250514,172,250342,0.07,99.93
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:40 PM,07/22/2023 06:40 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:43 PM,07/22/2023 06:40 PM,totals,,1468223,316,1467907,0.02,99.98
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Bayamon,216496,99,216397,0.05,99.95
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Caguas,250514,172,250342,0.07,99.93
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,Ponce,212508,28,212480,0.01,99.99
07/22/2023 10:43 PM,07/22/2023 06:40 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:45 PM,07/22/2023 06:45 PM,totals,,1468223,316,1467907,0.02,99.98
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Bayamon,216496,100,216396,0.05,99.95
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Caguas,250514,172,250342,0.07,99.93
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:45 PM,07/22/2023 06:45 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:49 PM,07/22/2023 06:45 PM,totals,,1468223,316,1467907,0.02,99.98
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Bayamon,216496,100,216396,0.05,99.95
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Caguas,250514,172,250342,0.07,99.93
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:49 PM,07/22/2023 06:45 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:50 PM,07/22/2023 06:50 PM,totals,,1468223,316,1467907,0.02,99.98
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Bayamon,216496,100,216396,0.05,99.95
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Caguas,250514,172,250342,0.07,99.93
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:50 PM,07/22/2023 06:50 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,totals,,1468223,319,1467904,0.02,99.98
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Arecibo,177369,14,177355,0.01,99.99
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Bayamon,216496,101,216395,0.05,99.95
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Caguas,250514,173,250341,0.07,99.93
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,totals,,1468223,319,1467904,0.02,99.98
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Arecibo,177369,14,177355,0.01,99.99
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Bayamon,216496,101,216395,0.05,99.95
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Caguas,250514,173,250341,0.07,99.93
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 10:55 PM,07/22/2023 06:55 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 11:00 PM,07/22/2023 07:00 PM,totals,,1468223,318,1467905,0.02,99.98
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Bayamon,216496,101,216395,0.05,99.95
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Caguas,250514,173,250341,0.07,99.93
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 11:00 PM,07/22/2023 07:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 11:01 PM,07/22/2023 07:00 PM,totals,,1468223,318,1467905,0.02,99.98
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Bayamon,216496,101,216395,0.05,99.95
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Caguas,250514,173,250341,0.07,99.93
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,Ponce,212508,27,212481,0.01,99.99
07/22/2023 11:01 PM,07/22/2023 07:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 11:05 PM,07/22/2023 07:05 PM,totals,,1468223,415,1467808,0.03,99.97
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Arecibo,177369,13,177356,0.01,99.99
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Bayamon,216496,101,216395,0.05,99.95
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Carolina,141663,106,141557,0.07,99.93
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Caguas,250514,174,250340,0.07,99.93
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Mayaguez,216605,0,216605,0.0,100.0
07/22/2023 11:05 PM,07/22/2023 07:05 PM,region,Ponce,212508,18,212490,0.01,99.99
